compound label,p value,adjusted p value,FC: POST/PRE
LPC..18.2..,0.0850198250280288,0.409360697780074,0.927275289806561
LPC..18.3..,0.0798774046939708,0.409360697780074,0.765235824059353
LPC..20.0..,0.263401975893279,0.612808957255955,1.15255423372988
LPC..20.2..,0.225153137166405,0.56873759076477,0.463576158940397
LPC..20.3..,0.150515911949385,0.492753612883729,0.797111416781293
LPC..20.4..,0.0748642388043585,0.409360697780074,0.858075553383144
LPC..20.5..,0.887640839991035,0.964309105565824,1.10041152263374
LPC..22.5..,0.239313262077163,0.587824895584424,0.987812700449006
LPC..22.6..,0.758730092903868,0.907314736097542,0.886757425742574
LPC..o.16.0..,0.368567812677519,0.686876378171741,0.916877850988343
LPC..p.16.0..or.LPC..o.16.1..,0.0257623294563474,0.376511759881422,0.847737909516381
PC..28.0..,0.638081055303505,0.868058394118808,0.840681362725451
PC..30.0..,0.343420454207333,0.672011388801168,0.857871803692237
PC..31.0..,0.27088298409329,0.620293216234901,0.784188911704312
PC..32.0..,0.0108785194103827,0.347802034570957,0.812865968575834
PC..32.1..,0.0879961893025195,0.409360697780074,0.74928364977326
PC..32.2..,0.433530771466503,0.747084621692469,1.39085176658993
PC..33.0..,0.297027407875542,0.645089122086909,0.783994162004379
PC..33.1..,0.310931458381031,0.645089122086909,0.772596351666438
PC..33.2..,0.517369995134782,0.792711065340379,0.924498990212832
PC..34.0..,0.0637733075084162,0.400409991831297,0.790307811509474
PC..34.1..,0.0220340538989563,0.376511759881422,0.876419379385922
PC..34.2..,0.134986516834514,0.479105196012428,0.98997473306708
PC..34.3..A,0.078131056411178,0.409360697780074,0.799156963687247
PC..34.3..B,0.20294653278042,0.553072433828755,0.81075226467113
PC..34.4..,0.538482394588286,0.804313931081589,1.27481431465226
PC..35.1..,0.305538620452769,0.645089122086909,0.857204301075269
PC..35.2..,0.449795879583875,0.750531496747513,0.946004548098789
PC..35.3..,0.838481762048163,0.945650698017071,0.91028066049793
PC..35.4..,0.831515182922846,0.943260306319592,0.937155064981307
PC..36.1..,0.111089801294758,0.438753756489846,0.790124987762295
PC..36.2..,0.12164955161938,0.461410854380116,0.917925697182446
PC..36.3..A.,0.275198808799772,0.622663321974599,1.23431799522621
PC..36.4..A.,0.242259742339288,0.590894159076848,0.795111541139555
PC..36.4..B.,0.0353356272727552,0.376511759881422,0.888890236558462
PC..36.4..C.,0.0127198200115709,0.353282742902018,0.85375277235715
PC..36.5..A.,0.907569396772554,0.967261223851453,0.98659816841635
PC..36.5..B.,0.489943660357598,0.782637275636163,0.851689184837908
PC..36.6..,0.683406404412631,0.880857655986939,1.22344900105152
PC..37.2..,0.890093458312064,0.964309105565824,0.964890016920474
PC..37.3..,0.939530556800849,0.978156964214669,1
PC..37.4..,0.771102206739411,0.911976648355265,0.949325555960627
PC..37.6..,0.309769752230192,0.645089122086909,0.977994227994228
PC..38.2..,0.681099699938162,0.879200662139067,0.94448736342567
PC..38.3..,0.495606807922404,0.785111852282114,0.852746066845118
PC..38.4..A.,0.403071324945764,0.721606109361805,0.941982534323164
PC..38.5..A.,0.896682797643203,0.964309105565824,0.971090079287392
PC..38.5..B.,0.162199494792157,0.509172839514691,0.101611289376531
PC..38.6..A.,0.328508864472813,0.663626723726831,0.865480309327035
PC..38.6..B.,0.146309746039775,0.484510351308639,0.80062866355033
PC..38.6..C.,0.0313802925020766,0.376511759881422,0.843553128937421
PC..39.6..,0.221764656727537,0.56656214707556,0.110865609565895
PC..40.4..,0.00790864907059394,0.347802034570957,0.832877393683163
PC..40.5..A.,0.746562175471286,0.904022227576474,0.915407609248226
PC..40.5..B.,0.0423557161982228,0.378884353424953,0.743469689502218
PC..40.6..B.,0.437519708286426,0.747547698644947,0.775401027816553
PC..40.7..,0.0575415493470648,0.389291859566922,1.14457303971168
PC..40.8..,0.609515465516357,0.85485167835296,0.992678725236865
PC..o.32.0..,0.0159559513823887,0.37332086527023,0.896472392638037
PC..p.32.0..or.PC..o.32.1..,0.0319597204490924,0.376511759881422,0.807654670001087
PC..p.34.0..or.PC..o.34.1..,0.670133258281897,0.869545654489168,0.958234519104084
PC..p.34.1..or.PC..o.34.2..A.,0.0715807319828055,0.409360697780074,0.924622557726465
PC..p.34.1..or.PC..o.34.2..B.,0.864007453683059,0.957413664892038,0.850456621004566
PC..p.34.2..or.PC..o.34.3..,0.022606538562258,0.376511759881422,0.791411368398716
PC..p.36.3..or.PC..o.36.4..,0.0660374202555681,0.400409991831297,0.83414681138013
PC..p.36.4..or.PC..o.36.5..,0.033236475526189,0.376511759881422,0.734104888481833
PC..p.38.2..or.PC..o.38.3..,0.0317364306390234,0.376511759881422,0.678471051152333
