compound label,p value,adjusted p value,FC: POST/PRE
X4.40.2,0.189354093039567,0.536119690976223,10.6716929403701
X4.41,0.69595739267009,0.873481513148014,1.74177831912302
X4.41.1,0.622273502086104,0.835577733318786,0.942270992366412
X4.45,0.254859670302879,0.579948429101359,0.948991935483871
X4.51,0.381394952486628,0.677493909209473,1.21415607985481
X4.55,0.72374845265974,0.880754514792157,1.10232117479867
X4.59,0.155895634484194,0.50749702917641,0.905638991215642
X4.59.1,0.0269702912303087,0.288374652385609,0.892365456821026
X4.60,0.303698285270477,0.62539350596439,4.97517730496454
X4.61,0.715273725617377,0.879763570197092,1.0802128781704
X4.64,0.48210512526229,0.74047085537523,0.936551865518655
X4.64.1,0.52024484431269,0.768523871640207,2
X4.66,0.106995609137161,0.421911763689797,0.861322767448949
X4.67,0.525556043163768,0.769974002882021,6.89025102159953
X4.67.1,0.243772027628231,0.577580432565413,0.113071921417351
X4.68.1,0.798817105167696,0.89725719287523,0.981473857554549
X4.68.2,0.856703397560581,0.937651750085991,0.987745539736889
X4.68.3,0.261335996340243,0.581211255860701,1.04224894377641
X4.68.4,0.378968783572251,0.677493909209473,0.942453234328145
X4.68.5,0.144630453212792,0.490332512111661,0.989870166928235
X4.69.1,0.242608318071876,0.577580432565413,0.965295887662989
X4.70.1,0.257909268162633,0.581211255860701,0.981577313185676
X4.72,0.597734268240764,0.821614832230368,0.945961475320127
X4.75,0.90727650152278,0.962682700089057,0.987579433853264
X4.75.1,0.366957717934045,0.673361357001086,1.01935749588138
X4.75.2,0.0306006102618375,0.289113545373802,0.853884711779449
X4.76.2,0.176332141709911,0.536119690976223,0.310513447432763
X4.76.3,0.894400209413369,0.956690526678301,1.00304197931454
X4.76.4,0.64230940424479,0.840565565423293,0.000746198463709045
X4.77.1,0.0966621710948934,0.413416670221237,1.29699372315824
X4.77.2,0.502231792030135,0.758806729262922,1.04698512137823
X4.77.3,0.325148807684923,0.645652632402918,0.821161048689138
X4.77.4,0.193698090981699,0.536119690976223,0.751488480455604
X4.77.5,0.112300958894423,0.430616090657236,0.702698995164443
X4.77.6,0.683865963532996,0.863843586938791,0.931180768324299
X4.77.7,0.932552443754463,0.972032671564415,1.06268464996789
X4.77.8,0.106989176983857,0.421911763689797,0.120865856602559
X4.78.2,0.192812302965444,0.536119690976223,0.950520172545039
X4.78.3,0.0159429778948968,0.246315996047657,6.27357176033442
X4.78.4,0.00463338892374368,0.194450445605507,0.565723793677205
X4.78.5,0.0591400901563703,0.3468752382306,0.656800268321315
X4.78.6,0.899331885266891,0.956690526678301,2
X4.78.7,0.150217758355865,0.500126189496174,0.88152444076222
X4.78.8,0.289228947453497,0.60979588799924,0.90833147694364
X4.79.1,0.481189566437044,0.74047085537523,0.96182847600908
X4.79.2,0.188013881520891,0.536119690976223,0.912707797176045
X4.79.3,0.793453247933671,0.893512806815522,1.00612516644474
X4.79.4,0.185397364163315,0.536119690976223,0.848194382523406
X4.80.1,0.0545467084901774,0.329651846962377,0.972518171860998
X4.80.2,0.0514198200227294,0.326015327447231,0.941050756901158
X4.80.3,0.947940364891579,0.972032671564415,1.02305295950156
X4.80.4,0.0174904303371594,0.255912612301595,1.08412698412698
X4.80.5,0.123816230128424,0.445249143337215,0.676513417932182
X4.80.6,0.272825693265213,0.594867001786111,0.835646958011997
X4.80.7,0.572822720652849,0.808348813916203,0.98904538341158
X4.80.8,0.416506022553436,0.695156597256067,0.884669479606188
X4.82.1,0.116964769914425,0.438715395783862,0.736400725294651
X4.84.1,0.181466138854039,0.536119690976223,1.02679343128781
X4.85,0.021799018524911,0.273807018779674,1.07967338859334
X4.87,0.379541361499431,0.677493909209473,0.755887273195213
X4.88.1,0.229130966297247,0.569936326837884,0.967582587218277
X4.88.2,0.0522887096156406,0.326657556699957,0.146321169618448
X4.88.3,0.0510927200725814,0.326015327447231,0.828605701383009
X4.88.4,0.637607745137963,0.840565565423293,0.914815433439118
X4.89,0.9619862875881,0.976029883027343,0.92423771195402
X4.89.1,0.00855652905255331,0.194450445605507,0.947743148844707
X4.89.2,0.0917728679412797,0.408205716602812,0.984527413387151
X4.93,0.120209901307096,0.442627186269837,0.2022030651341
X4.96,0.776473590831102,0.891550054561997,0.98040232591808
X4.98,0.0312148715160677,0.289113545373802,0.591360476663357
X4.99,0.899908534986963,0.956690526678301,0.971154608130597
X4.99.1,0.392396610899002,0.680558333351774,0.943090365601288
X4.99.2,0.996251270297884,0.996251270297884,2
X4.99.3,0.476206808490205,0.74047085537523,0.955777460770328
X5.00.1,0.025511982561408,0.288374652385609,0.2
X5.00.2,0.0355022774044274,0.303681019028641,0.973653319420895
X5.01.1,0.277754259899979,0.603247533220268,0.992848970251716
X5.01.2,0.355016129392612,0.664609319671017,0.917874885937342
X5.03,0.657769681389994,0.84461880566475,0.874400166910077
X5.09,0.0151472889850456,0.246315996047657,1.18044300378174
X5.10,0.00311869679682365,0.194450445605507,1.30530136178925
X5.11.1,0.560031521323258,0.796361958710311,0.160191767234254
X5.12,0.0571879695392039,0.341897968427928,1.17419201520913
X5.12.1,0.0421307798441469,0.310927261324183,1.20190902892763
X5.14,0.289346588476847,0.60979588799924,0.801222785565166
X5.21,0.46215317009748,0.727923973298014,0.970182968149989
X5.25,0.0877314319591216,0.406488968077263,1.01614231592818
X5.25.1,0.943910127693587,0.972032671564415,0.749510763209393
X5.29,0.521103416561795,0.768523871640207,4.36909871244635
X5.29.1,0.186826683625139,0.536119690976223,1
X5.30,0.572481457801912,0.808348813916203,0.66445885005637
X5.31,0.709932181044884,0.879763570197092,1.42100909842845
X5.31.1,0.221970478512457,0.566126541527185,0.889111556446226
X5.34,0.298658852192802,0.619605678429844,0.897342111680078
X5.34.1,0.0697092011447123,0.364639426620548,0.108369334407264
X5.35.1,0.42482427759342,0.702983030779589,0.162819558203028
X5.39,0.335945509541522,0.651937050654044,1
X5.42,0.235128875659338,0.569936326837884,1.00318287037037
X5.45,0.21814830269131,0.55894219491414,0.991618310767247
X5.46.1,0.480536228638781,0.74047085537523,0.876641708604394
X5.46.2,0.387689876958231,0.68048695098861,0.894536128157269
X5.46.3,0.0268835704165188,0.288374652385609,0.0539527913076058
X5.46.4,0.0100508981199841,0.194450445605507,0.922155688622755
X5.46.5,0.118358470085574,0.438715395783862,0.891170865975016
X5.47,0.0744101437867477,0.372721080589475,1.18687044112539
X5.47.1,0.00556531647573061,0.194450445605507,1.25492283129324
X5.48,0.334480394501918,0.651937050654044,0.707501349163519
X5.48.1,0.0655644701920576,0.353920829386253,0.94484412470024
X5.49,0.77381832143582,0.891550054561997,1.14858891533492
X5.52,0.657178330867187,0.84461880566475,1.04250797024442
X5.52.1,0.023638016009756,0.273807018779674,0.434343434343434
X5.53,0.917964989736701,0.969444966726436,1.01978314628115
X5.53.1,0.938448574445634,0.972032671564415,1.01188001188001
X5.54,0.687780803917392,0.865172232982059,0.972672064777328
X5.55,0.244391060080162,0.577580432565413,0.865822784810127
X5.55.1,0.745888079928428,0.887758509640081,0.960412295904406
X5.56,0.0501061092925338,0.326015327447231,0.892374044305038
X5.60,0.369689731337752,0.673926198766524,1.0081053698075
X5.61,0.992872778067695,0.994661738028177,1
X5.62,0.617148127421752,0.834697485311919,1.03804015141105
X5.62.1,0.878594999088853,0.946703138553105,1.05846551088159
X5.62.2,0.490454420905021,0.745061907167191,9.28838582677165
X5.62.3,0.345420431939834,0.655230543317816,1.00109537912289
X5.62.4,0.194436456226032,0.536119690976223,0.897092754960775
X5.63.2,0.252996174052081,0.57887190441546,0.965321563682219
X5.63.3,0.315468423159363,0.637819793733113,0.995493107104984
X5.63.4,0.448620820231259,0.712213626751793,0.928392643377952
X5.66,0.774903004254982,0.891550054561997,0.981214616572311
X5.72,0.380861133921976,0.677493909209473,1.02854393842207
X5.79,0.387312700357163,0.68048695098861,1.00622406639004
X5.80,0.0163915321110851,0.246315996047657,0.154432326621924
X5.91,0.492793956301428,0.746576129982546,0.948391657829622
X5.95,0.390423268642746,0.68048695098861,0.72054678692221
X5.99,0.191279181120265,0.536119690976223,2.02237399905794
X6.01.1,0.713066789733617,0.879763570197092,1.00413482019797
X6.08,0.424629023222267,0.702983030779589,0.972244505053746
X6.09,0.939032609786261,0.972032671564415,0.957952468007313
