compound label,p value,adjusted p value,FC: POST/PRE
X6.11,0.643978242651778,0.840565565423293,0.909023559045785
X6.25,0.0507005206716225,0.326015327447231,1.0638209697472
X6.34,0.270810499394697,0.592797786076582,0.102903176774586
X6.34.1,0.179258892834631,0.536119690976223,0.96316727488755
X6.36,0.283476176970837,0.606547631780548,0.545917001338688
X6.37,0.731249655400888,0.881941016058337,0.991346877351392
X6.37.1,0.886513344171996,0.95180090244158,0.97556129545003
X6.46,0.0701734148352494,0.364639426620548,0.0861349154032081
X6.65,0.0732315992366764,0.372298400157662,0.0262198378968392
X6.65.1,0.15545117216672,0.50749702917641,0.97684753781091
X6.65.2,0.662865884113196,0.847378783771389,1.1564453125
X6.66,0.71994423822608,0.879763570197092,0.954735959765298
X6.66.1,0.725513611105769,0.880754514792157,0.976275419193721
X6.67,0.5087280985965,0.764467088701767,0.972531214528944
X6.67.1,0.94156421253995,0.972032671564415,0.95910290237467
X6.67.2,0.630165664730293,0.840565565423293,1.00785393032154
X6.67.3,0.787322080557447,0.891550054561997,0.896762208067941
X6.68,0.753195614881419,0.889122636675306,0.975597931480284
X6.68.1,0.334902955456388,0.651937050654044,0.919838720699788
X6.70.1,0.249613373921487,0.577580432565413,0.919407132931913
X6.70.2,0.063835052470926,0.349566675190865,0.068633332157098
X6.71,0.186166470511488,0.536119690976223,0.690797302657676
X6.77,0.234449520355534,0.569936326837884,0.000550227568270481
X6.78,0.543542378718052,0.783575771126074,1.16740570112295
X6.78.1,0.847533056705567,0.932598335855254,0.993144772254101
X6.80,0.126524384723367,0.445249143337215,0.922648238965671
X6.90,0.487110661611002,0.744048153449772,0.942228618421053
X6.91,0.33843181613206,0.651937050654044,0.955897613282601
X6.91.1,0.705396135485564,0.879372760829537,1.2041958041958
X6.93,0.162486318923175,0.516242247550201,0.858274647887324
X6.99,0.210061425241568,0.547145095140748,0.963288108539505
X7.00,0.826471692052791,0.919036521562703,1.20507214691736
X7.00.1,0.613980688667602,0.83261771438826,0.965021248774109
X7.01,0.0904932934721758,0.407250458710243,0.244857199920112
X7.01.1,0.397726595133006,0.680558333351774,0.964970257766028
X7.01.2,0.779587264155209,0.891550054561997,1.03478566408995
X7.03.1,0.0234083777063531,0.273807018779674,0.901011339258351
X7.03.2,0.848731579033739,0.932598335855254,1.03597259231062
X7.33,0.205898626105272,0.542557517130479,0.000970860927152318
X7.34,0.984439319169175,0.991572937424024,0.871302542812662
X7.35,0.16750831650614,0.526184316256575,0.848177795791536
X7.35.1,0.233192826274275,0.569936326837884,0.230788901674978
X7.36.1,0.126091446321991,0.445249143337215,0.887090773809524
X7.37,0.270597751850021,0.592797786076582,0.919246476090107
X7.56.1,0.180010737408112,0.536119690976223,1.22273117663899
X7.57,0.348988695074039,0.657754964275138,0.841196126182251
X7.57.1,0.141554976315884,0.482850103261544,0.889121338912134
X7.58,0.783514602893198,0.891550054561997,0.888818698673405
X7.58.1,0.749317466896169,0.887758509640081,0.937843471669509
X7.59,0.584109874168956,0.818048085737883,0.894865029429673
X7.60,0.863090275000441,0.940937633137735,0.858760107816712
X7.60.1,0.921330000540681,0.969779098425027,0.894245283018868
X7.61,0.522820818970569,0.769016865999038,0.889963724304716
X7.62,0.197421613458831,0.536119690976223,0.863759708056517
X7.68,0.834499901984578,0.924266823712002,1.26995254529767
X7.69,0.480859895504911,0.74047085537523,0.96419853539463
X7.76,0.0386917414559722,0.309899623739466,0.669366098855068
X7.81,0.747280861315461,0.887758509640081,1
X7.91,0.729778269573015,0.881941016058337,0.823962583341626
X7.91.1,0.0395443353091078,0.309899623739466,1.0924009088614
X7.92,0.436086159328249,0.706197379014017,0.217505634861007
X8.23,0.875032970667015,0.946592764704164,0.977611940298507
X8.23.1,0.433568575820017,0.706197379014017,1.01950680898049
X8.23.2,0.228215905894424,0.569936326837884,0.899399759903962
X8.23.3,0.542133599220703,0.783575771126074,0.856717609903075
X8.23.4,0.99081143728951,0.994661738028177,0.908272986614
X8.23.5,0.599367086131182,0.821614832230368,0.975481611208406
X8.23.6,0.25942273869834,0.581211255860701,0.230227882037534
X8.24.1,0.0694871892645193,0.364639426620548,0.830019985274009
X9.16,0.407008341181453,0.681616378605084,1
X9.30,0.24772811550878,0.577580432565413,2.16631171345595
X9.65,0.396504898111461,0.680558333351774,0.00173032096109019
X9.98,0.283637381767882,0.606547631780548,1
X10.09,0.66296721392186,0.847378783771389,1.0203971037618
X10.09.1,0.704498855137498,0.879372760829537,0.990112342259157
X10.11,0.911360565828938,0.965174237335028,0.0219305856832972
X10.15,0.567756455478522,0.805287217464435,1
X10.24,0.578210781270825,0.813081666064087,2
X10.26,0.0894504414507006,0.407250458710243,1
X10.38,0.485456456053772,0.743564158583739,1.01118510928962
X10.43,0.954226799910508,0.972032671564415,0.985845347313237
X10.56,0.520260971621644,0.768523871640207,1
X10.70,0.470774130015598,0.737325116306119,0.991535920726672
X10.72,0.339308088174508,0.651937050654044,0.991599942808121
X10.73,0.357876710270473,0.665483113412652,0.989959130127655
X10.77,0.92268550911302,0.969779098425027,1.00705882352941
X10.80,0.127328442069455,0.445249143337215,0.0614800593420019
X10.81,0.514414259626441,0.768523871640207,1.04393879085401
X10.95,0.362469175396751,0.669544390433865,1
X11.09,0.579101330506076,0.813081666064087,1
X11.17,0.198456780142205,0.536119690976223,0.0664427920364596
X11.57,0.177639478046298,0.536119690976223,485.911840968021
X11.70,0.875118422061146,0.946592764704164,1
X11.92,0.640727428712505,0.840565565423293,0.540034071550256
X11.99,0.15699548384594,0.50749702917641,332.944120100083
X12.28,0.821405185038869,0.916833583692712,1
X12.30,0.718896297704125,0.879763570197092,1
X12.42,0.245320216951146,0.577580432565413,1301.28824476651
X12.42.1,0.00945728246894523,0.194450445605507,0.00193880736809241
X12.46,0.683918940388653,0.863843586938791,1
X12.47,0.162354560663277,0.516242247550201,1167.60224538893
X12.48,0.449616875881078,0.712213626751793,2
X1.08,0.593464123357596,0.821614832230368,1.04004698846647
X2.20,0.0230030684108287,0.273807018779674,0.849102927289896
X3.69,0.343499380088513,0.655230543317816,0.873811787072243
X6.12.2,0.223251072016943,0.566792675988222,0.861535328853594
X5.11.2,0.0599440972379313,0.3468752382306,1.07868717385334
X5.79.1,0.249365641237285,0.577580432565413,0.935226264418811
X5.53.2,0.85915429247277,0.938486810638232,0.970973307622044
X4.76.5,0.351589231707014,0.660417610909121,0.865084495336596
X4.46,0.48990340523014,0.745061907167191,1.01370944587999
X5.36,0.785544153913442,0.891550054561997,0.947767992711813
X4.63,0.364001726356044,0.670148873688611,0.945629202689721
X4.77.9,0.160273838547525,0.515099735447536,2.1266846361186
X4.78.9,0.433162427061532,0.706197379014017,0.892339853665821
X5.04,0.757415361161789,0.891550054561997,0.911189801699717
X5.48.2,0.146569787115982,0.49092049178606,0.732344810253833
X5.34.2,0.417594071013537,0.695156597256067,3.59970126960418
X5.49.1,0.940492308136445,0.972032671564415,0.763696734919757
X5.11.3,0.588273283707349,0.821434068986518,0.66043332473562
X5.21.1,0.592130129421113,0.821614832230368,0.963577799801784
X5.47.2,0.0261198021902646,0.288374652385609,0.858858858858859
X5.47.3,0.0289651236117082,0.289113545373802,0.719204152249135
X5.23,0.0425008486702121,0.310927261324183,1.17547274749722
X5.33,0.211575891106584,0.547145095140748,0.953606073386757
X4.52,0.207016704478677,0.542930602312001,0.993091231178034
X4.10.1,0.202457007066768,0.538593760426426,0.894008116495584
X6.02,0.638354888032135,0.840565565423293,0.968007044320517
X7.01.3,0.434141039416081,0.706197379014017,0.908581807174209
X6.67.4,0.376978123888463,0.677493909209473,0.948179400165092
X6.10.2,0.505429294501395,0.761568259465517,0.979212253829322
X7.35.2,0.0405613497445238,0.309899623739466,0.905740528128588
